NameASCII,Pro,PosStr,Age,TJ,Yrs,Cost,Espn_dif,Espn_proj,PTS,PTS/G,VORP,Projected $
Emmanuel Clase,CLE,RP,27.0,FA,1,$1.00,-74.7,626.0,551.3,8.55,212.90199999999996,11.709609999999998
Edwin Diaz,NYM,RP,31.0,Bayou Shooters,2,$1.00,60.49,487.0,547.49,8.89,209.092,11.500060000000001
Josh Hader,HOU,RP,31.0,FA,1,$1.00,-11.74,544.0,532.26,8.71,193.862,10.66241
Ryan Helsley,STL,RP,30.0,FA,1,$1.00,-19.48,549.0,529.52,8.74,191.122,10.51171
Raisel Iglesias,ATL,RP,35.0,FA,1,$1.00,27.44,501.0,528.44,8.21,190.04200000000003,10.452310000000002
Devin Williams,NYY,RP,30.0,West Coast Spartans,2,$2.30,-63.09,566.0,502.91,9.02,164.512,9.04816
Mason Miller,ATH,RP,26.0,Dip City Thunder,2,$1.00,4.0,477.0,481.0,7.98,142.60199999999998,7.8431099999999985
Jhoan Duran,MIN,RP,27.0,FA,1,$1.00,-9.57,485.0,475.43,7.91,137.03199999999998,7.536759999999999
Ryan Walker,SFG,RP,29.0,FA,1,$1.00,27.75,431.0,458.75,7.04,120.35199999999998,6.619359999999999
Felix Bautista,BAL,RP,,Country Strong,3,$1.00,-29.38,479.0,449.62,8.67,111.22199999999998,6.117209999999999
Andres Munoz,SEA,RP,26.0,Structure Fire,1,$1.15,-20.16,467.0,446.84,7.79,108.44199999999996,5.9643099999999984
Jeff Hoffman,TOR,RP,32.0,FA,1,$1.00,51.26,384.0,435.26,7.2,96.86199999999997,5.327409999999998
Robert Suarez,SDP,RP,34.0,FA,1,$1.00,-97.74,525.0,427.26,7.29,88.86199999999997,4.887409999999998
Tanner Scott,LAD,RP,30.0,FA,1,$1.00,-18.04,433.0,414.96,6.56,76.56199999999995,4.2109099999999975
Bowden Francis,TOR,SP/RP,29.0,FA,1,$1.00,-24.83,383.0,358.17,11.59,32.23100000000005,3.3842550000000053
Trevor Megill,MIL,RP,31.0,FA,1,$1.00,55.02,333.0,388.02,7.14,49.62199999999996,2.7292099999999975
Alexis Diaz,CIN,RP,28.0,FA,1,$1.00,-68.13,447.0,378.87,6.14,40.47199999999998,2.225959999999999
Justin Martinez,ARI,RP,,FA,,,-39.08,417.0,377.92,6.15,39.52199999999999,2.1737099999999994
David Bednar,PIT,RP,30.0,FA,1,$1.00,-65.34,442.0,376.66,6.5,38.262,2.10441
Clay Holmes,NYM,RP,32.0,FA,1,$1.00,111.27,234.0,345.27,8.44,19.331000000000017,2.0297550000000015
Ryan Pressly,CHC,RP,36.0,Orlando Renegades,0,AAA opt,41.19,331.0,372.19,6.69,33.79199999999997,1.8585599999999984
Pete Fairbanks,TBR,RP,31.0,FA,1,$1.00,-6.57,374.0,367.43,7.28,29.031999999999982,1.596759999999999
Kyle Finnegan,WSN,RP,33.0,FA,1,$1.00,-69.66,429.0,359.34,6.46,20.94199999999995,1.1518099999999973
Jordan Romano,PHI,RP,32.0,FA,1,$1.00,145.66,213.0,358.66,7.31,20.262,1.1144100000000001
Nick Martinez,CIN,SP/RP,,FA,,,-40.64,376.0,335.36,8.75,9.42100000000005,1.0
Kenley Jansen,LAA,RP,37.0,FA,1,$1.00,17.34,331.0,348.34,6.55,9.94199999999995,1.0
Carlos Estevez,KCR,RP,32.0,FA,1,$1.00,7.1,341.0,348.1,5.87,9.701999999999998,1.0
Liam Hendriks,BOS,RP,,FA,,,20.48,300.0,320.48,6.46,-17.918000000000006,1.0
A.J. Puk,ARI,RP,30.0,FA,1,$1.00,-9.59,326.0,316.41,5.32,-21.988,1.0
Aroldis Chapman,BOS,RP,37.0,Ryno World,0,AAA opt,23.91,289.0,312.91,5.26,-25.488,1.0
Luis L. Ortiz,CLE,SP/RP,,FA,,,33.65,277.0,310.65,9.87,-15.288999999999987,1.0
Luis L. Ortiz,CLE,RP,,FA,,,310.65,0.0,310.65,9.87,-15.288999999999987,1.0
Lucas Erceg,KCR,RP,,FA,,,-7.33,316.0,308.67,5.07,-29.72800000000001,1.0
Jason Foley,DET,RP,29.0,FA,1,$1.00,-95.97,402.0,306.03,5.19,-32.36800000000005,1.0
Chris Martin,TEX,RP,,FA,,,136.71,167.0,303.71,5.6,-34.688000000000045,1.0
Calvin Faucher,MIA,RP,29.0,FA,1,$1.00,3.76,294.0,297.76,5.42,-40.638000000000034,1.0
Kirby Yates,LAD,RP,38.0,FA,1,$1.00,51.35,246.0,297.35,5.33,-41.048,1.0
Andre Pallante,STL,SP/RP,,FA,,,-27.16,330.0,302.84,9.04,-23.09899999999999,1.0
Camilo Doval,SFG,RP,27.0,FA,1,$1.00,7.1,261.0,268.1,4.35,-70.298,1.0
Griffin Jax,MIN,RP,30.0,FA,1,$1.00,14.98,253.0,267.98,4.35,-70.418,1.0
Porter Hodge,CHC,RP,,FA,,,-34.95,301.0,266.05,4.74,-72.34800000000001,1.0
Edwin Uceta,TBR,RP,,FA,,,98.97,163.0,261.97,4.72,-76.428,1.0
Robert Garcia,TEX,RP,,FA,,,76.54,184.0,260.54,4.24,-77.858,1.0
Will Smith,LAD,RP,30.0,FA,1,$1.00,264.0,115.0,379.0,3.13,-40.89999999999998,1.0
Ben Joyce,LAA,RP,24.0,Ryno World,U,$-,56.69,203.0,259.69,4.74,-78.70800000000003,1.0
Jason Adam,SDP,RP,,FA,,,12.09,245.0,257.09,4.01,-81.30800000000005,1.0
Drew Rasmussen,TBR,SP/RP,29.0,FA,1,$1.00,38.72,244.0,282.72,8.44,-43.21899999999994,1.0
Jordan Hicks,SFG,SP/RP,28.0,Structure Fire,1,$1.00,33.6,247.0,280.6,8.58,-45.33899999999994,1.0
Seth Halvorsen,COL,RP,,FA,,,-29.57,281.0,251.43,4.29,-86.96800000000002,1.0
Tyler Kinley,COL,RP,,FA,,,59.89,191.0,250.89,4.32,-87.50800000000004,1.0
Grant Holmes,ATL,SP/RP,,FA,,,-4.02,282.0,277.98,6.69,-47.958999999999946,0.0
Bryan Abreu,HOU,RP,,FA,,,-9.82,256.0,246.18,3.62,-92.21800000000002,0.0
Jesus Tinoco,MIA,RP,,FA,,,99.81,144.0,243.81,4.12,-94.58800000000002,0.0
Orion Kerkering,PHI,RP,,FA,,,9.81,228.0,237.81,4.09,-100.58800000000002,0.0
Kevin Ginkel,ARI,RP,31.0,FA,1,$1.00,39.06,196.0,235.06,3.96,-103.33800000000002,0.0
Tyler Holton,DET,SP/RP,,FA,,,-26.24,258.0,231.76,3.93,-106.63800000000003,0.0
Joel Payamps,MIL,RP,31.0,FA,1,$1.00,-16.98,243.0,226.02,3.79,-112.378,0.0
Luke Weaver,NYY,RP,,FA,,,-51.66,277.0,225.34,3.83,-113.05800000000002,0.0
Matt Strahm,PHI,RP,,FA,,,22.03,203.0,225.03,3.98,-113.36800000000002,0.0
Kris Bubic,KCR,RP,,FA,,,20.01,205.0,225.01,6.69,-113.38800000000003,0.0
Justin Slaten,BOS,RP,,FA,,,70.87,153.0,223.87,3.86,-114.52800000000002,0.0
Beau Brieske,DET,SP/RP,,FA,,,77.51,145.0,222.51,4.21,-115.88800000000003,0.0
Jeremiah Estrada,SDP,RP,,FA,,,9.44,213.0,222.44,3.79,-115.95800000000004,0.0
Blake Treinen,LAD,RP,,FA,,,59.99,162.0,221.99,4.28,-116.40800000000002,0.0
Michael Soroka,WSN,SP/RP,27.0,Bayou Shooters,1,$1.00,31.94,190.0,221.94,6.36,-116.45800000000004,0.0
Cade Smith,CLE,RP,,FA,,,3.65,218.0,221.65,3.5,-116.74800000000002,0.0
Osvaldo Bido,ATH,SP/RP,,FA,,,79.34,138.0,217.34,6.98,-121.05800000000002,0.0
Seranthony Dominguez,BAL,RP,30.0,FA,1,$1.00,29.86,185.0,214.86,3.56,-123.538,0.0
Cole Sands,MIN,RP,,FA,,,8.4,206.0,214.4,3.85,-123.99800000000002,0.0
Luis Garcia,HOU,RP,,FA,,,72.27,142.0,214.27,7.93,-124.128,0.0
Chad Green,TOR,RP,34.0,FA,1,$1.00,-72.87,287.0,214.13,3.9,-124.26800000000004,0.0
Hayden Wesneski,HOU,SP/RP,27.0,Dip City Thunder,1,$1.50,89.55,122.0,211.55,5.78,-126.848,0.0
Justin Anderson,CHW,RP,,FA,,,69.27,138.0,207.27,3.51,-131.128,0.0
Derek Law,WSN,RP,,FA,,,4.06,202.0,206.06,3.22,-132.33800000000002,0.0
Jose Leclerc,ATH,RP,31.0,FA,1,$1.00,10.93,195.0,205.93,3.35,-132.46800000000002,0.0
Pierce Johnson,ATL,RP,,FA,,,36.71,169.0,205.71,3.45,-132.68800000000002,0.0
Reed Garrett,NYM,RP,32.0,FA,1,$1.00,10.72,194.0,204.72,3.61,-133.67800000000005,0.0
Mitch Spence,ATH,SP/RP,,FA,,,-27.22,282.0,254.78,9.53,-71.15899999999996,0.0
Jorge Lopez,WSN,RP,,FA,,,54.1,147.0,201.1,3.42,-137.29800000000003,0.0
Michael Kopech,LAD,RP,29.0,Ryno World,1,$1.00,-21.56,222.0,200.44,4.14,-137.95800000000003,0.0
Taylor Rogers,CIN,RP,,FA,,,20.96,174.0,194.96,3.34,-143.43800000000002,0.0
Tony Santillan,CIN,RP,,FA,,,114.46,80.0,194.46,3.55,-143.93800000000002,0.0
Jose Alvarado,PHI,RP,30.0,FA,1,$1.00,6.42,188.0,194.42,3.43,-143.97800000000004,0.0
Yimi Garcia,TOR,RP,34.0,FA,1,$1.00,38.05,156.0,194.05,3.6,-144.348,0.0
Anthony Bender,MIA,RP,,FA,,,36.7,157.0,193.7,3.48,-144.69800000000004,0.0
Jared Koenig,MIL,SP/RP,,FA,,,89.33,103.0,192.33,3.49,-146.068,0.0
Dennis Santana,PIT,RP,,FA,,,44.0,147.0,191.0,3.17,-147.39800000000002,0.0
Garrett Cleavinger,TBR,RP,,FA,,,10.97,178.0,188.97,3.26,-149.42800000000005,0.0
Bryan Hudson,MIL,RP,,FA,,,51.77,136.0,187.77,3.58,-150.628,0.0
Keegan Akin,BAL,RP,,FA,,,-21.02,208.0,186.98,3.1,-151.41800000000003,0.0
Victor Vodnik,COL,RP,,FA,,,3.38,183.0,186.38,3.26,-152.01800000000003,0.0
Albert Suarez,BAL,SP/RP,,FA,,,-58.15,244.0,185.85,3.78,-152.54800000000003,0.0
Aaron Bummer,ATL,RP,,FA,,,41.12,144.0,185.12,3.07,-153.27800000000002,0.0
Yennier Cano,BAL,RP,31.0,West Coast Spartans,0,AAA opt,2.08,183.0,185.08,3.12,-153.318,0.0
Hector Neris,ATL,RP,36.0,FA,1,$1.00,50.06,135.0,185.06,3.53,-153.33800000000002,0.0
Evan Phillips,LAD,RP,30.0,FA,1,$1.00,30.95,153.0,183.95,3.71,-154.44800000000004,0.0
Manuel Rodriguez,TBR,RP,,FA,,,58.2,124.0,182.2,3.2,-156.19800000000004,0.0
Fernando Cruz,NYY,RP,,FA,,,-13.1,194.0,180.9,3.04,-157.49800000000002,0.0
Fraser Ellard,CHW,RP,,FA,,,124.43,56.0,180.43,2.98,-157.96800000000002,0.0
Jose Butto,NYM,SP/RP,,FA,,,1.67,177.0,178.67,3.56,-159.72800000000004,0.0
Jacob Webb,TEX,RP,,FA,,,36.8,141.0,177.8,2.98,-160.598,0.0
Alex Vesia,LAD,RP,,FA,,,-31.27,209.0,177.73,3.13,-160.66800000000003,0.0
Bryse Wilson,CHW,SP/RP,,FA,,,15.73,161.0,176.73,5.08,-161.66800000000003,0.0
Jose A. Ferrer,WSN,RP,,FA,,,100.37,76.0,176.37,3.04,-162.02800000000002,0.0
A.J. Minter,NYM,RP,31.0,Young Bucks,U,$-,18.98,157.0,175.98,3.4,-162.41800000000003,0.0
Will Vest,DET,RP,,FA,,,-17.18,192.0,174.82,2.89,-163.57800000000003,0.0
JoJo Romero,STL,RP,,FA,,,50.3,123.0,173.3,3.13,-165.098,0.0
Michel Otanez,ATH,RP,,FA,,,85.18,88.0,173.18,3.2,-165.21800000000002,0.0
Dylan Lee,ATL,RP,,FA,,,10.98,161.0,171.98,3.06,-166.41800000000003,0.0
Andrew Nardi,MIA,RP,,FA,,,-1.07,172.0,170.93,3.25,-167.46800000000002,0.0
Matthew Liberatore,STL,SP/RP,25.0,Young Bucks,U,$-,2.76,168.0,170.76,3.53,-167.63800000000003,0.0
Paul Sewald,CLE,RP,35.0,FA,1,$1.00,55.31,115.0,170.31,3.25,-168.08800000000002,0.0
Tyler Ferguson,ATH,RP,,FA,,,24.25,146.0,170.25,2.91,-168.14800000000002,0.0
Dane Dunning,TEX,SP/RP,30.0,FA,1,$1.00,-8.95,179.0,170.05,3.76,-168.348,0.0
Landen Roupp,SFG,RP,,FA,,,77.71,92.0,169.71,4.73,-168.68800000000002,0.0
Trent Thornton,SEA,RP,,FA,,,15.69,153.0,168.69,2.87,-169.70800000000003,0.0
Hunter Harvey,KCR,RP,30.0,FA,1,$1.00,37.5,131.0,168.5,3.01,-169.89800000000002,0.0
Tyler Rogers,SFG,RP,,FA,,,5.67,162.0,167.67,2.54,-170.72800000000004,0.0
Ryne Stanek,NYM,RP,,FA,,,32.95,134.0,166.95,2.97,-171.44800000000004,0.0
Yuki Matsui,SDP,RP,,FA,,,-18.38,185.0,166.62,3.11,-171.77800000000002,0.0
Emilio Pagan,CIN,RP,,FA,,,44.45,122.0,166.45,2.95,-171.94800000000004,0.0
David Robertson,,RP,40.0,FA,1,$1.00,-93.62,258.0,164.38,4.17,-174.01800000000003,0.0
Erik Miller,SFG,SP/RP,,FA,,,8.37,155.0,163.37,2.82,-175.02800000000002,0.0
Gregory Soto,BAL,RP,,FA,,,9.08,154.0,163.08,2.92,-175.318,0.0
Hunter Gaddis,CLE,RP,,FA,,,-13.06,176.0,162.94,2.91,-175.45800000000003,0.0
Colin Holderman,PIT,RP,,FA,,,34.93,128.0,162.93,2.86,-175.46800000000002,0.0
J.T. Ginn,ATH,SP/RP,,FA,,,68.37,94.0,162.37,6.72,-176.02800000000002,0.0
Gus Varland,CHW,RP,,FA,,,101.35,61.0,162.35,2.96,-176.04800000000003,0.0
Jose Suarez,LAA,RP,,FA,,,38.17,124.0,162.17,3.86,-176.22800000000004,0.0
Mark Leiter Jr.,NYY,RP,,FA,,,-10.85,173.0,162.15,3.01,-176.24800000000002,0.0
Ryan Fernandez,STL,RP,,FA,,,-4.21,166.0,161.79,2.75,-176.60800000000003,0.0
Adrian Morejon,SDP,RP,,FA,,,20.77,140.0,160.77,2.89,-177.628,0.0
Tanner Banks,PHI,RP,,FA,,,13.76,147.0,160.76,2.8,-177.63800000000003,0.0
Tayler Scott,HOU,RP,,FA,,,14.32,146.0,160.32,2.81,-178.07800000000003,0.0
Ian Hamilton,NYY,RP,,FA,,,33.79,125.0,158.79,3.26,-179.60800000000003,0.0
Nick Sandlin,TOR,RP,,FA,,,33.77,125.0,158.77,2.75,-179.628,0.0
Brock Burke,LAA,RP,,FA,,,44.5,114.0,158.5,2.79,-179.89800000000002,0.0
Ryan Thompson,ARI,RP,,FA,,,12.48,146.0,158.48,2.72,-179.91800000000003,0.0
Tyson Miller,CHC,RP,,FA,,,23.48,134.0,157.48,3.05,-180.91800000000003,0.0
Tim Herrin,CLE,RP,,FA,,,11.91,145.0,156.91,2.74,-181.48800000000003,0.0
Colin Poche,WSN,RP,,FA,,,13.77,143.0,156.77,3.25,-181.628,0.0
Nate Pearson,CHC,RP,,FA,,,-1.5,158.0,156.5,3.06,-181.898,0.0
Craig Kimbrel,,RP,37.0,FA,1,$1.00,-83.4,239.0,155.6,4.1,-182.79800000000003,0.0
Scott Barlow,CIN,RP,32.0,Midtown Jaguars,0,AAA opt,12.87,141.0,153.87,2.77,-184.528,0.0
Gregory Santos,SEA,RP,,FA,,,43.55,110.0,153.55,3.17,-184.848,0.0
Erik Swanson,TOR,RP,,FA,,,27.4,126.0,153.4,3.01,-184.998,0.0
Kenta Maeda,DET,SP/RP,37.0,FA,1,$1.00,22.74,130.0,152.74,4.56,-185.658,0.0
Hans Crouse,LAA,RP,,FA,,,74.27,77.0,151.27,3.08,-187.128,0.0
Jorge Alcala,MIN,RP,,FA,,,45.31,105.0,150.31,2.68,-188.088,0.0
Shawn Armstrong,TEX,SP/RP,,FA,,,-1.89,152.0,150.11,2.6,-188.288,0.0
Declan Cronin,MIA,RP,,FA,,,15.03,135.0,150.03,2.57,-188.368,0.0
Carmen Mlodzinski,PIT,RP,,FA,,,52.47,97.0,149.47,2.92,-188.92800000000005,0.0
Nick Mears,MIL,RP,,FA,,,19.02,130.0,149.02,2.74,-189.378,0.0
Aaron Ashby,MIL,RP,27.0,West Coast Spartans,4,$1.25,-75.13,222.0,146.87,4.63,-191.528,0.0
John Schreiber,KCR,RP,,FA,,,9.24,136.0,145.24,2.61,-193.158,0.0
Collin Snider,SEA,RP,,FA,,,56.0,89.0,145.0,2.69,-193.398,0.0
Joe Mantiply,ARI,RP,,FA,,,13.93,129.0,142.93,2.53,-195.468,0.0
Keegan Thompson,CHC,RP,,FA,,,35.42,107.0,142.42,3.35,-195.97800000000004,0.0
Jake Cousins,NYY,RP,,FA,,,-2.64,145.0,142.36,3.03,-196.038,0.0
Jakob Junis,CLE,SP/RP,,FA,,,-8.96,150.0,141.04,3.93,-197.35800000000003,0.0
Dedniel Nunez,NYM,RP,,FA,,,24.35,116.0,140.35,3.39,-198.04800000000003,0.0
Luis Peralta,COL,RP,,FA,,,96.19,44.0,140.19,2.46,-198.20800000000003,0.0
Elvis Peguero,MIL,RP,,FA,,,27.17,113.0,140.17,2.79,-198.22800000000004,0.0
Justin Lawrence,PIT,RP,30.0,Bayou Shooters,0,AAA opt,-5.37,144.0,138.63,2.6,-199.76800000000003,0.0
Matt Brash,SEA,RP,,FA,,,-21.58,160.0,138.42,3.89,-199.97800000000004,0.0
Brock Stewart,MIN,RP,,FA,,,61.34,77.0,138.34,2.95,-200.058,0.0
Steven Matz,STL,SP/RP,34.0,Bayou Shooters,0,AAA opt,100.04,121.0,221.04,7.31,-104.89899999999996,0.0
Ryan Brasier,CHC,RP,,FA,,,-28.89,166.0,137.11,2.75,-201.288,0.0
Mason Montgomery,TBR,RP,,FA,,,109.0,28.0,137.0,2.84,-201.398,0.0
Greg Weissert,BOS,RP,,FA,,,-5.06,142.0,136.94,2.59,-201.45800000000003,0.0
Kaleb Ort,HOU,RP,,FA,,,57.86,79.0,136.86,2.61,-201.538,0.0
Louis Varland,MIN,SP/RP,27.0,Dip City Thunder,2,$1.00,-3.16,140.0,136.84,3.38,-201.558,0.0
Jose Quijada,LAA,RP,,FA,,,75.61,61.0,136.61,2.66,-201.788,0.0
Shane Smith,CHW,SP/RP,,FA,,,78.41,58.0,136.41,3.27,-201.98800000000003,0.0
Sean Hjelle,SFG,RP,,FA,,,-34.88,171.0,136.12,2.65,-202.278,0.0
Caleb Ferguson,PIT,RP,,FA,,,18.02,117.0,135.02,2.49,-203.378,0.0
Dylan Floro,ATH,RP,,FA,,,-16.15,151.0,134.85,2.52,-203.54800000000003,0.0
Brant Hurter,DET,RP,,FA,,,55.49,79.0,134.49,3.49,-203.908,0.0
Andrew Chafin,DET,RP,,FA,,,9.26,125.0,134.26,2.87,-204.13800000000003,0.0
Sam Moll,CIN,RP,,FA,,,38.36,95.0,133.36,2.46,-205.038,0.0
Joe Ross,PHI,SP/RP,32.0,Ryno World,0,AAA opt,23.12,110.0,133.12,3.59,-205.278,0.0
Cam Booser,CHW,RP,,FA,,,38.96,94.0,132.96,2.53,-205.438,0.0
Tayler Saucedo,SEA,RP,,FA,,,16.9,116.0,132.9,2.43,-205.498,0.0
Alex Faedo,TBR,SP/RP,,FA,,,-17.96,149.0,131.04,3.23,-207.35800000000003,0.0
Lucas Sims,WSN,RP,,FA,,,6.0,125.0,131.0,2.51,-207.398,0.0
Anthony Banda,LAD,RP,,FA,,,-18.03,149.0,130.97,2.66,-207.42800000000005,0.0
Danny Coulombe,MIN,RP,,FA,,,9.83,121.0,130.83,2.79,-207.568,0.0
Hoby Milner,TEX,RP,,FA,,,-19.32,150.0,130.68,2.45,-207.718,0.0
Michael Tonkin,MIN,RP,,FA,,,-78.45,209.0,130.55,2.85,-207.848,0.0
Daysbel Hernandez,ATL,RP,,FA,,,63.54,67.0,130.54,3.07,-207.85800000000003,0.0
Angel Perdomo,ATL,RP,,FA,,,33.52,97.0,130.52,2.88,-207.878,0.0
Andrew Kittredge,BAL,RP,,FA,,,-18.5,149.0,130.5,3.22,-207.898,0.0
Luke Jackson,TEX,RP,,FA,,,13.21,117.0,130.21,2.74,-208.188,0.0
Ben Brown,CHC,SP/RP,,FA,,,-66.36,196.0,129.64,5.19,-208.75800000000004,0.0
Joey Wentz,PIT,RP,,FA,,,12.55,117.0,129.55,2.74,-208.848,0.0
Tommy Kahnle,DET,RP,,FA,,,-12.58,142.0,129.42,2.79,-208.97800000000004,0.0
Jose Ruiz,PHI,RP,,FA,,,-0.14,129.0,128.86,2.5,-209.538,0.0
Caleb Thielbar,CHC,RP,,FA,,,7.05,121.0,128.05,2.66,-210.348,0.0
Chris Stratton,KCR,RP,,FA,,,-8.06,136.0,127.94,2.51,-210.45800000000003,0.0
Ryan Zeferjahn,LAA,RP,,FA,,,76.35,51.0,127.35,2.67,-211.04800000000003,0.0
Brent Suter,CIN,RP,,FA,,,-28.71,156.0,127.29,2.47,-211.108,0.0
Danny Young,NYM,RP,,FA,,,31.58,95.0,126.58,2.72,-211.81800000000004,0.0
Cionel Perez,BAL,RP,,FA,,,-4.5,131.0,126.5,2.33,-211.898,0.0
Jordan Leasure,CHW,RP,,FA,,,-8.77,135.0,126.23,2.75,-212.168,0.0
Angel Chivilli,COL,RP,,FA,,,18.07,107.0,125.07,2.54,-213.32800000000003,0.0
Bryan Hoeing,SDP,RP,,FA,,,-14.4,139.0,124.6,2.71,-213.79800000000003,0.0
Shelby Miller,ARI,RP,,FA,,,-6.83,131.0,124.17,2.72,-214.228,0.0
Abner Uribe,MIL,RP,25.0,FA,1,$1.00,-49.98,174.0,124.02,3.25,-214.37800000000004,0.0
Kevin Kelly,TBR,RP,,FA,,,-29.11,153.0,123.89,2.65,-214.50800000000004,0.0
Scott Alexander,COL,RP,,FA,,,19.21,104.0,123.21,2.4,-215.18800000000005,0.0
Jack Leiter,TEX,SP/RP,25.0,Country Strong,6,$1.00,71.72,141.0,212.72,7.16,-113.21899999999997,0.0
Angel Zerpa,KCR,RP,,FA,,,22.52,99.0,121.52,2.39,-216.87800000000004,0.0
Erik Sabrowski,CLE,RP,,FA,,,68.14,52.0,120.14,2.93,-218.25800000000004,0.0
John King,STL,RP,,FA,,,-2.89,122.0,119.11,2.2,-219.288,0.0
Jalen Beeks,HOU,RP,,FA,,,-42.92,162.0,119.08,2.7,-219.31800000000004,0.0
Hunter Bigge,TBR,RP,,FA,,,47.39,71.0,118.39,2.43,-220.00800000000004,0.0
Daniel Lynch IV,KCR,RP,,FA,,,9.35,109.0,118.35,3.32,-220.04800000000003,0.0
Wandy Peralta,SDP,RP,,FA,,,31.93,86.0,117.93,2.51,-220.468,0.0
Bryan King,HOU,RP,,FA,,,33.71,84.0,117.71,2.42,-220.68800000000005,0.0
Phil Maton,,RP,,FA,,,-53.33,170.0,116.67,2.44,-221.728,0.0
Sam Long,KCR,RP,,FA,,,23.25,93.0,116.25,2.49,-222.148,0.0
Kendall Graveman,ARI,RP,,FA,,,9.05,107.0,116.05,2.72,-222.348,0.0
Randy Rodriguez,SFG,RP,,FA,,,2.88,113.0,115.88,2.84,-222.51800000000003,0.0
Buck Farmer,ATL,RP,,FA,,,-52.39,168.0,115.61,2.51,-222.788,0.0
Josh Winckowski,BOS,SP/RP,,FA,,,-20.04,135.0,114.96,2.78,-223.43800000000005,0.0
DL Hall,MIL,SP/RP,26.0,Structure Fire,2,$1.00,-157.25,272.0,114.75,4.35,-223.648,0.0
Alex Lange,DET,RP,29.0,FA,1,$1.00,29.56,85.0,114.56,3.87,-223.838,0.0
John Brebbia,DET,RP,,FA,,,-42.48,157.0,114.52,2.46,-223.87800000000004,0.0
Julian Merryweather,CHC,RP,,FA,,,1.99,112.0,113.99,2.75,-224.408,0.0
Grant Holman,ATH,RP,,FA,,,59.78,54.0,113.78,2.27,-224.618,0.0
Jared Shuster,CHW,RP,,FA,,,-64.77,178.0,113.23,3.01,-225.168,0.0
Justin Wilson,BOS,RP,,FA,,,21.01,92.0,113.01,2.22,-225.38800000000003,0.0
Troy Taylor,SEA,RP,,FA,,,37.53,75.0,112.53,2.47,-225.868,0.0
Eli Morgan,CHC,RP,,FA,,,-33.38,145.0,111.62,2.71,-226.778,0.0
Tim Hill,NYY,RP,,FA,,,-27.0,138.0,111.0,1.99,-227.398,0.0
Jake Bird,COL,RP,,FA,,,3.96,106.0,109.96,2.36,-228.43800000000005,0.0
Kyle Nicolas,PIT,RP,,FA,,,4.79,104.0,108.79,2.41,-229.608,0.0
Andrew Walters,CLE,RP,,FA,,,64.59,44.0,108.59,2.46,-229.808,0.0
Brendon Little,TOR,RP,,FA,,,12.47,96.0,108.47,2.12,-229.92800000000005,0.0
Kyle Leahy,STL,RP,,FA,,,-3.68,112.0,108.32,2.41,-230.07800000000003,0.0
Gabe Speier,SEA,RP,,FA,,,11.12,97.0,108.12,2.3,-230.278,0.0
Brennan Bernardino,BOS,RP,,FA,,,14.56,93.0,107.56,2.5,-230.838,0.0
Carson Spiers,CIN,SP/RP,,FA,,,10.42,97.0,107.42,3.55,-230.978,0.0
Marc Church,TEX,RP,,FA,,,62.38,45.0,107.38,2.73,-231.01800000000003,0.0
Lake Bachar,MIA,RP,,FA,,,71.22,36.0,107.22,2.21,-231.17800000000005,0.0
Tristan Beck,SFG,SP/RP,,FA,,,-33.98,141.0,107.02,2.94,-231.37800000000004,0.0
Tanner Rainey,PIT,RP,,FA,,,14.97,92.0,106.97,3.08,-231.42800000000005,0.0
Michael Fulmer,BOS,RP,,FA,,,-16.2,123.0,106.8,2.49,-231.598,0.0
Tyler Alexander,MIL,SP/RP,,FA,,,-51.27,158.0,106.73,3.56,-231.668,0.0
Forrest Whitley,HOU,RP,27.0,Midtown Jaguars,U,$-,69.79,36.0,105.79,2.63,-232.608,0.0
Bryan Baker,BAL,RP,,FA,,,24.1,81.0,105.1,2.68,-233.29800000000003,0.0
Anthony Veneziano,MIA,RP,,FA,,,84.52,20.0,104.52,2.37,-233.87800000000004,0.0
Austin Voth,,RP,,FA,,,-30.76,135.0,104.24,2.47,-234.158,0.0
Riley O'Brien,STL,RP,,FA,,,66.6,37.0,103.6,2.47,-234.79800000000003,0.0
Evan Reifert,WSN,RP,,FA,,,-40.54,144.0,103.46,2.66,-234.93800000000005,0.0
Drey Jameson,ARI,RP,,FA,1,$1.00,54.08,49.0,103.08,3.03,-235.31800000000004,0.0
T.J. McFarland,ATH,RP,,FA,,,3.09,99.0,102.09,1.77,-236.308,0.0
Rafael Montero,HOU,RP,,FA,,,102.03,0.0,102.03,2.49,-236.368,0.0
Adam Ottavino,BOS,RP,,FA,,,9.28,92.0,101.28,2.65,-237.118,0.0
JT Brubaker,NYY,SP/RP,,FA,,,35.82,65.0,100.82,3.22,-237.57800000000003,0.0
Jhony Brito,SDP,RP,,FA,,,-35.23,135.0,99.77,3.56,-238.62800000000004,0.0
Hogan Harris,ATH,SP/RP,,FA,,,30.45,69.0,99.45,3.05,-238.94800000000004,0.0
Josh Sborz,TEX,RP,,FA,,,-37.69,137.0,99.31,3.42,-239.088,0.0
Huascar Brazoban,NYM,RP,,FA,,,-33.16,132.0,98.84,2.54,-239.558,0.0
Stephen Kolek,SDP,RP,,FA,,,1.2,97.0,98.2,3.03,-240.19800000000004,0.0
Sean Guenther,DET,RP,,FA,,,33.07,64.0,97.07,2.66,-241.32800000000003,0.0
